# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		525984		63653		40331
1		512281		127355		44517
2		412795		190939		45317
3		345751		254420		45769
4		302054		317857		46114
5		272452		381312		46289
6		250797		444728		46445
7		235234		508149		46414
8		223430		571560		46623
9		214156		634947		46784
10		206622		698364		46816
11		200050		761769		46881
12		195858		825178		47008
13		191878		888598		46921
14		189058		951994		46923
15		186715		1015426		46907
16		184306		1078837		47017
17		182159		1142250		47026
18		180154		1205678		47130
19		178760		1269113		47150
20		177362		1332543		47101
21		176254		1395945		47130
22		175352		1459363		47196
23		174327		1522768		47176
24		173404		1586184		47213
25		172668		1649590		47192
26		171955		1713035		47220
27		171192		1776469		47131
28		170477		1839912		47172
29		169919		1903336		47167
30		169378		1966786		47188
31		168832		2030233		47148
32		168265		2093723		47215
33		167724		2157176		47182
34		167317		2220649		47233
35		166846		2284125		47252
36		166554		2347597		47291
37		166108		2411058		47227
38		165735		2474524		47285
39		165255		2537968		47239
40		164983		2601409		47243
41		164593		2664887		47231
42		164255		2728363		47225
43		163898		2791838		47252
44		163626		2855314		47303
45		163167		2918788		47303
46		162793		2982231		47289
47		162447		3045684		47280
48		159715		3050544		47284
49		156708		3054949		47334
50		155099		3058752		47330
51		153850		3062125		47371
52		152771		3065115		47343
53		151802		3067797		47404
54		151070		3070223		47428
55		150522		3072321		47448
56		150052		3074247		47454
57		149621		3075938		47491
58		149313		3077447		47503
59		149023		3078739		47485
60		148765		3079916		47501
61		148544		3080990		47471
62		148350		3081999		47471
63		148192		3082910		47487
64		148042		3083770		47492
65		147822		3084614		47510
66		147437		3085450		47497
67		147207		3086206		47491
68		146940		3086985		47496
69		146650		3087688		47530
70		146162		3088430		47497
71		145399		3089189		47526
72		144999		3089911		47514
73		144854		3090583		47540
74		144749		3091195		47539
75		144602		3091769		47530
76		144526		3092272		47504
77		144442		3092769		47504
78		144366		3093248		47520
79		144283		3093718		47504
80		144234		3094134		47513
81		144143		3094552		47509
82		144032		3094964		47500
83		143784		3095384		47500
84		142616		3095905		47498
85		141585		3096418		47524
86		141301		3096877		47534
87		141165		3097281		47515
88		141089		3097642		47498
89		141012		3097991		47503
90		140899		3098326		47504
91		140805		3098634		47499
92		140753		3098895		47488
93		140708		3099142		47488
94		140683		3099384		47477
95		140662		3099609		47488
96		140625		3099838		47491
97		140597		3100049		47491
98		140589		3100252		47500
99		140568		3100430		47491
100		140543		3100596		47494
101		152792		3164301		47531
102		147891		3227835		47488
103		145916		3291337		47477
104		145077		3354801		47465
105		144551		3418266		47497
106		144122		3481759		47487
107		143899		3545237		47469
108		143694		3608709		47419
109		143506		3672173		47421
110		143309		3735668		47456
111		143219		3799148		47455
112		143083		3862638		47464
113		142992		3926136		47489
114		142922		3989601		47487
115		142764		4053081		47496
116		142679		4116547		47500
117		142658		4180013		47529
118		142560		4243484		47529
119		142492		4306964		47531
120		142464		4370437		47519
121		142393		4433917		47531
122		142291		4497410		47509
123		142294		4560868		47507
124		142251		4624361		47475
125		142213		4687857		47494
126		142163		4751349		47479
127		142111		4814810		47499
128		142130		4878306		47494
129		142055		4941805		47483
130		142034		5005305		47471
131		142005		5068772		47491
132		141972		5132266		47496
133		141953		5195759		47505
134		141903		5259280		47524
135		141878		5322821		47527
136		141827		5386288		47520
137		141808		5449770		47530
138		141766		5513264		47523
139		141746		5576750		47527
140		141689		5640247		47523
141		141712		5703733		47530
142		141648		5767242		47504
143		141658		5830753		47487
144		141557		5894241		47498
145		141576		5957763		47506
146		141552		6021287		47480
147		141570		6084779		47477
148		141294		6085990		47515
149		141087		6087015		47502
150		140912		6087924		47503
151		140747		6088744		47484
152		140630		6089462		47497
153		140518		6090087		47506
154		140426		6090703		47508
